Geneset	Score	Score Type	Method	Validation Split	Geneset Collection	Network
ABNORMAL_EYE_ELECTROPHYSIOLOGY	3.255286	P@TopK	SL-E	5FCV	MGI	BioGRID
ABNORMAL_FASTED_CIRCULATING_GLUCOSE_LEVEL	-0.073546	auPRC	SL-E	Holdout	MGI	BioGRID
ABNORMAL_FASTED_CIRCULATING_GLUCOSE_LEVEL	0.21493	auPRC	SL-E	5FCV	MGI	BioGRID
ABNORMAL_FASTED_CIRCULATING_GLUCOSE_LEVEL	0.449029	auROC	SL-E	Holdout	MGI	BioGRID
ABNORMAL_FASTED_CIRCULATING_GLUCOSE_LEVEL	0.524919	auROC	SL-E	5FCV	MGI	BioGRID
ABNORMAL_FASTED_CIRCULATING_GLUCOSE_LEVEL	0.300846	P@TopK	SL-E	Holdout	MGI	BioGRID
ABNORMAL_FASTED_CIRCULATING_GLUCOSE_LEVEL	1.146394	P@TopK	SL-E	5FCV	MGI	BioGRID
ABNORMAL_FATTY_ACID_LEVEL	0.076478	auPRC	SL-E	Holdout	MGI	BioGRID
ABNORMAL_FATTY_ACID_LEVEL	0.086913	auPRC	SL-E	5FCV	MGI	BioGRID
ABNORMAL_FATTY_ACID_LEVEL	0.50083	auROC	SL-E	Holdout	MGI	BioGRID
ABNORMAL_FATTY_ACID_LEVEL	0.529472	auROC	SL-E	5FCV	MGI	BioGRID
ABNORMAL_FATTY_ACID_LEVEL	1.51677	P@TopK	SL-E	Holdout	MGI	BioGRID
ABNORMAL_FATTY_ACID_LEVEL	-inf	P@TopK	SL-E	5FCV	MGI	BioGRID
ABNORMAL_FERTILIZATION	0.270495	auPRC	SL-E	Holdout	MGI	BioGRID
ABNORMAL_FERTILIZATION	0.389607	auPRC	SL-E	5FCV	MGI	BioGRID
ABNORMAL_FERTILIZATION	0.500853	auROC	SL-E	Holdout	MGI	BioGRID
ABNORMAL_FERTILIZATION	0.574538	auROC	SL-E	5FCV	MGI	BioGRID
ABNORMAL_FERTILIZATION	1.257024	P@TopK	SL-E	Holdout	MGI	BioGRID
ABNORMAL_FERTILIZATION	-inf	P@TopK	SL-E	5FCV	MGI	BioGRID
ABNORMAL_GRANULOCYTE_PHYSIOLOGY	2.47719	auPRC	SL-E	Holdout	MGI	BioGRID
ABNORMAL_GRANULOCYTE_PHYSIOLOGY	1.11989	auPRC	SL-E	5FCV	MGI	BioGRID
ABNORMAL_GRANULOCYTE_PHYSIOLOGY	0.686146	auROC	SL-E	Holdout	MGI	BioGRID
ABNORMAL_GRANULOCYTE_PHYSIOLOGY	0.703491	auROC	SL-E	5FCV	MGI	BioGRID
ABNORMAL_GRANULOCYTE_PHYSIOLOGY	3.371559	P@TopK	SL-E	Holdout	MGI	BioGRID
ABNORMAL_GRANULOCYTE_PHYSIOLOGY	0.553254	P@TopK	SL-E	5FCV	MGI	BioGRID
ABNORMAL_HEART_LEFT_VENTRICLE_MORPHOLOGY	-0.357152	auPRC	SL-E	Holdout	MGI	BioGRID
ABNORMAL_HEART_LEFT_VENTRICLE_MORPHOLOGY	0.304704	auPRC	SL-E	5FCV	MGI	BioGRID
ABNORMAL_HEART_LEFT_VENTRICLE_MORPHOLOGY	0.417383	auROC	SL-E	Holdout	MGI	BioGRID
ABNORMAL_HEART_LEFT_VENTRICLE_MORPHOLOGY	0.45366	auROC	SL-E	5FCV	MGI	BioGRID
ABNORMAL_HEART_LEFT_VENTRICLE_MORPHOLOGY	-inf	P@TopK	SL-E	Holdout	MGI	BioGRID
ABNORMAL_HEART_LEFT_VENTRICLE_MORPHOLOGY	2.585871	P@TopK	SL-E	5FCV	MGI	BioGRID
ABNORMAL_HEART_WEIGHT	0.135595	auPRC	SL-E	Holdout	MGI	BioGRID
ABNORMAL_HEART_WEIGHT	0.56521	auPRC	SL-E	5FCV	MGI	BioGRID
ABNORMAL_HEART_WEIGHT	0.522742	auROC	SL-E	Holdout	MGI	BioGRID
ABNORMAL_HEART_WEIGHT	0.526736	auROC	SL-E	5FCV	MGI	BioGRID
ABNORMAL_HEART_WEIGHT	-inf	P@TopK	SL-E	Holdout	MGI	BioGRID
ABNORMAL_HEART_WEIGHT	2.501331	P@TopK	SL-E	5FCV	MGI	BioGRID
ABNORMAL_HEMATOCRIT	-0.021901	auPRC	SL-E	Holdout	MGI	BioGRID
ABNORMAL_HEMATOCRIT	-0.250654	auPRC	SL-E	5FCV	MGI	BioGRID
ABNORMAL_HEMATOCRIT	0.488663	auROC	SL-E	Holdout	MGI	BioGRID
ABNORMAL_HEMATOCRIT	0.445132	auROC	SL-E	5FCV	MGI	BioGRID
ABNORMAL_HEMATOCRIT	-inf	P@TopK	SL-E	Holdout	MGI	BioGRID
ABNORMAL_HEMATOCRIT	-inf	P@TopK	SL-E	5FCV	MGI	BioGRID
ABNORMAL_HEMOGLOBIN_CONTENT	0.23336	auPRC	SL-E	Holdout	MGI	BioGRID
ABNORMAL_HEMOGLOBIN_CONTENT	0.695742	auPRC	SL-E	5FCV	MGI	BioGRID
ABNORMAL_HEMOGLOBIN_CONTENT	0.566184	auROC	SL-E	Holdout	MGI	BioGRID
ABNORMAL_HEMOGLOBIN_CONTENT	0.6569	auROC	SL-E	5FCV	MGI	BioGRID
ABNORMAL_HEMOGLOBIN_CONTENT	-inf	P@TopK	SL-E	Holdout	MGI	BioGRID
ABNORMAL_HEMOGLOBIN_CONTENT	1.666674	P@TopK	SL-E	5FCV	MGI	BioGRID
ABNORMAL_HINDLIMB_ZEUGOPOD_MORPHOLOGY	-0.345321	auPRC	SL-E	Holdout	MGI	BioGRID
ABNORMAL_HINDLIMB_ZEUGOPOD_MORPHOLOGY	-0.201985	auPRC	SL-E	5FCV	MGI	BioGRID
ABNORMAL_HINDLIMB_ZEUGOPOD_MORPHOLOGY	0.427734	auROC	SL-E	Holdout	MGI	BioGRID
ABNORMAL_HINDLIMB_ZEUGOPOD_MORPHOLOGY	0.457138	auROC	SL-E	5FCV	MGI	BioGRID
ABNORMAL_HINDLIMB_ZEUGOPOD_MORPHOLOGY	-inf	P@TopK	SL-E	Holdout	MGI	BioGRID
ABNORMAL_HINDLIMB_ZEUGOPOD_MORPHOLOGY	-inf	P@TopK	SL-E	5FCV	MGI	BioGRID
ABNORMAL_IMPULSE_CONDUCTING_SYSTEM_CONDUCTION	-0.035246	auPRC	SL-E	Holdout	MGI	BioGRID
ABNORMAL_IMPULSE_CONDUCTING_SYSTEM_CONDUCTION	-0.008695	auPRC	SL-E	5FCV	MGI	BioGRID
ABNORMAL_IMPULSE_CONDUCTING_SYSTEM_CONDUCTION	0.501163	auROC	SL-E	Holdout	MGI	BioGRID
ABNORMAL_IMPULSE_CONDUCTING_SYSTEM_CONDUCTION	0.495896	auROC	SL-E	5FCV	MGI	BioGRID
ABNORMAL_IMPULSE_CONDUCTING_SYSTEM_CONDUCTION	-inf	P@TopK	SL-E	Holdout	MGI	BioGRID
ABNORMAL_IMPULSE_CONDUCTING_SYSTEM_CONDUCTION	-inf	P@TopK	SL-E	5FCV	MGI	BioGRID
ABNORMAL_LENS_MORPHOLOGY	0.137359	auPRC	SL-E	Holdout	MGI	BioGRID
ABNORMAL_LENS_MORPHOLOGY	0.707545	auPRC	SL-E	5FCV	MGI	BioGRID
ABNORMAL_LENS_MORPHOLOGY	0.513563	auROC	SL-E	Holdout	MGI	BioGRID
ABNORMAL_LENS_MORPHOLOGY	0.612022	auROC	SL-E	5FCV	MGI	BioGRID
ABNORMAL_LENS_MORPHOLOGY	-inf	P@TopK	SL-E	Holdout	MGI	BioGRID
ABNORMAL_LENS_MORPHOLOGY	1.059742	P@TopK	SL-E	5FCV	MGI	BioGRID
ABNORMAL_LIMBIC_SYSTEM_MORPHOLOGY	1.110421	auPRC	SL-E	Holdout	MGI	BioGRID
ABNORMAL_LIMBIC_SYSTEM_MORPHOLOGY	0.69966	auPRC	SL-E	5FCV	MGI	BioGRID
ABNORMAL_LIMBIC_SYSTEM_MORPHOLOGY	0.600308	auROC	SL-E	Holdout	MGI	BioGRID
ABNORMAL_LIMBIC_SYSTEM_MORPHOLOGY	0.571452	auROC	SL-E	5FCV	MGI	BioGRID
ABNORMAL_LIMBIC_SYSTEM_MORPHOLOGY	2.583539	P@TopK	SL-E	Holdout	MGI	BioGRID
ABNORMAL_LIMBIC_SYSTEM_MORPHOLOGY	1.7556	P@TopK	SL-E	5FCV	MGI	BioGRID
ABNORMAL_LITTER_SIZE	0.37765	auPRC	SL-E	Holdout	MGI	BioGRID
ABNORMAL_LITTER_SIZE	0.33775	auPRC	SL-E	5FCV	MGI	BioGRID
ABNORMAL_LITTER_SIZE	0.589061	auROC	SL-E	Holdout	MGI	BioGRID
ABNORMAL_LITTER_SIZE	0.564849	auROC	SL-E	5FCV	MGI	BioGRID
ABNORMAL_LITTER_SIZE	-inf	P@TopK	SL-E	Holdout	MGI	BioGRID
ABNORMAL_LITTER_SIZE	-inf	P@TopK	SL-E	5FCV	MGI	BioGRID
ABNORMAL_MALE_ACCESSORY_SEX_GLAND_MORPHOLOGY	-0.330273	auPRC	SL-E	Holdout	MGI	BioGRID
ABNORMAL_MALE_ACCESSORY_SEX_GLAND_MORPHOLOGY	-0.306877	auPRC	SL-E	5FCV	MGI	BioGRID
ABNORMAL_MALE_ACCESSORY_SEX_GLAND_MORPHOLOGY	0.427507	auROC	SL-E	Holdout	MGI	BioGRID
ABNORMAL_MALE_ACCESSORY_SEX_GLAND_MORPHOLOGY	0.437139	auROC	SL-E	5FCV	MGI	BioGRID
ABNORMAL_MALE_ACCESSORY_SEX_GLAND_MORPHOLOGY	-inf	P@TopK	SL-E	Holdout	MGI	BioGRID
ABNORMAL_MALE_ACCESSORY_SEX_GLAND_MORPHOLOGY	-inf	P@TopK	SL-E	5FCV	MGI	BioGRID
ABNORMAL_MALE_GERM_CELL_APOPTOSIS	0.86136	auPRC	SL-E	Holdout	MGI	BioGRID
ABNORMAL_MALE_GERM_CELL_APOPTOSIS	0.470372	auPRC	SL-E	5FCV	MGI	BioGRID
ABNORMAL_MALE_GERM_CELL_APOPTOSIS	0.641465	auROC	SL-E	Holdout	MGI	BioGRID
ABNORMAL_MALE_GERM_CELL_APOPTOSIS	0.585971	auROC	SL-E	5FCV	MGI	BioGRID
ABNORMAL_MALE_GERM_CELL_APOPTOSIS	1.843274	P@TopK	SL-E	Holdout	MGI	BioGRID
ABNORMAL_MALE_GERM_CELL_APOPTOSIS	1.263313	P@TopK	SL-E	5FCV	MGI	BioGRID
ABNORMAL_MATURE_B_CELL_NUMBER	0.018065	auPRC	SL-E	Holdout	MGI	BioGRID
ABNORMAL_MATURE_B_CELL_NUMBER	-0.062973	auPRC	SL-E	5FCV	MGI	BioGRID
ABNORMAL_MATURE_B_CELL_NUMBER	0.529053	auROC	SL-E	Holdout	MGI	BioGRID
ABNORMAL_MATURE_B_CELL_NUMBER	0.518057	auROC	SL-E	5FCV	MGI	BioGRID
ABNORMAL_MATURE_B_CELL_NUMBER	-inf	P@TopK	SL-E	Holdout	MGI	BioGRID
ABNORMAL_MATURE_B_CELL_NUMBER	-inf	P@TopK	SL-E	5FCV	MGI	BioGRID
ABNORMAL_MEAN_CORPUSCULAR_HEMOGLOBIN	-0.49199	auPRC	SL-E	Holdout	MGI	BioGRID
ABNORMAL_MEAN_CORPUSCULAR_HEMOGLOBIN	-0.077652	auPRC	SL-E	5FCV	MGI	BioGRID
ABNORMAL_MEAN_CORPUSCULAR_HEMOGLOBIN	0.361346	auROC	SL-E	Holdout	MGI	BioGRID
ABNORMAL_MEAN_CORPUSCULAR_HEMOGLOBIN	0.486944	auROC	SL-E	5FCV	MGI	BioGRID
ABNORMAL_MEAN_CORPUSCULAR_HEMOGLOBIN	-inf	P@TopK	SL-E	Holdout	MGI	BioGRID
ABNORMAL_MEAN_CORPUSCULAR_HEMOGLOBIN	-inf	P@TopK	SL-E	5FCV	MGI	BioGRID
ABNORMAL_MEAN_CORPUSCULAR_VOLUME	0.528461	auPRC	SL-E	Holdout	MGI	BioGRID
ABNORMAL_MEAN_CORPUSCULAR_VOLUME	0.541712	auPRC	SL-E	5FCV	MGI	BioGRID
ABNORMAL_MEAN_CORPUSCULAR_VOLUME	0.518034	auROC	SL-E	Holdout	MGI	BioGRID
ABNORMAL_MEAN_CORPUSCULAR_VOLUME	0.578235	auROC	SL-E	5FCV	MGI	BioGRID
ABNORMAL_MEAN_CORPUSCULAR_VOLUME	1.367371	P@TopK	SL-E	Holdout	MGI	BioGRID
ABNORMAL_MEAN_CORPUSCULAR_VOLUME	1.087346	P@TopK	SL-E	5FCV	MGI	BioGRID
ABNORMAL_MEIOSIS	0.47746	auPRC	SL-E	Holdout	MGI	BioGRID
ABNORMAL_MEIOSIS	1.269242	auPRC	SL-E	5FCV	MGI	BioGRID
ABNORMAL_MEIOSIS	0.592354	auROC	SL-E	Holdout	MGI	BioGRID
ABNORMAL_MEIOSIS	0.687134	auROC	SL-E	5FCV	MGI	BioGRID
ABNORMAL_MEIOSIS	1.130985	P@TopK	SL-E	Holdout	MGI	BioGRID
ABNORMAL_MEIOSIS	1.819801	P@TopK	SL-E	5FCV	MGI	BioGRID
ABNORMAL_MONOCYTE_MORPHOLOGY	-0.236251	auPRC	SL-E	Holdout	MGI	BioGRID
ABNORMAL_MONOCYTE_MORPHOLOGY	-0.608311	auPRC	SL-E	5FCV	MGI	BioGRID
ABNORMAL_MONOCYTE_MORPHOLOGY	0.427836	auROC	SL-E	Holdout	MGI	BioGRID
ABNORMAL_MONOCYTE_MORPHOLOGY	0.315751	auROC	SL-E	5FCV	MGI	BioGRID
ABNORMAL_MONOCYTE_MORPHOLOGY	-inf	P@TopK	SL-E	Holdout	MGI	BioGRID
ABNORMAL_MONOCYTE_MORPHOLOGY	-inf	P@TopK	SL-E	5FCV	MGI	BioGRID
ABNORMAL_MUSCLE_CONTRACTILITY	1.129657	auPRC	SL-E	Holdout	MGI	BioGRID
ABNORMAL_MUSCLE_CONTRACTILITY	0.837687	auPRC	SL-E	5FCV	MGI	BioGRID
ABNORMAL_MUSCLE_CONTRACTILITY	0.449984	auROC	SL-E	Holdout	MGI	BioGRID
ABNORMAL_MUSCLE_CONTRACTILITY	0.504031	auROC	SL-E	5FCV	MGI	BioGRID
ABNORMAL_MUSCLE_CONTRACTILITY	2.866249	P@TopK	SL-E	Holdout	MGI	BioGRID
ABNORMAL_MUSCLE_CONTRACTILITY	1.126197	P@TopK	SL-E	5FCV	MGI	BioGRID
ABNORMAL_NERVOUS_SYSTEM_ELECTROPHYSIOLOGY	0.859367	auPRC	SL-E	Holdout	MGI	BioGRID
ABNORMAL_NERVOUS_SYSTEM_ELECTROPHYSIOLOGY	1.742463	auPRC	SL-E	5FCV	MGI	BioGRID
ABNORMAL_NERVOUS_SYSTEM_ELECTROPHYSIOLOGY	0.628885	auROC	SL-E	Holdout	MGI	BioGRID
ABNORMAL_NERVOUS_SYSTEM_ELECTROPHYSIOLOGY	0.739889	auROC	SL-E	5FCV	MGI	BioGRID
ABNORMAL_NERVOUS_SYSTEM_ELECTROPHYSIOLOGY	2.373975	P@TopK	SL-E	Holdout	MGI	BioGRID
ABNORMAL_NERVOUS_SYSTEM_ELECTROPHYSIOLOGY	2.989631	P@TopK	SL-E	5FCV	MGI	BioGRID
