Geneset	Score	Score Type	Method	Validation Split	Geneset Collection	Network
CELLULAR_RESPIRATION	0.918740	auROC	SL-A-LR	5FCV	GOBP	BioGRID
CHEMICAL_SYNAPTIC_TRANSMISSION	2.821611	auPRC	SL-A-LR	Holdout	GOBP	BioGRID
CHEMICAL_SYNAPTIC_TRANSMISSION	3.731638	P@TopK	SL-A-LR	Holdout	GOBP	BioGRID
CHEMICAL_SYNAPTIC_TRANSMISSION	0.802340	auROC	SL-A-LR	Holdout	GOBP	BioGRID
CHEMICAL_SYNAPTIC_TRANSMISSION	2.519591	auPRC	SL-A-LR	5FCV	GOBP	BioGRID
CHEMICAL_SYNAPTIC_TRANSMISSION	3.218781	P@TopK	SL-A-LR	5FCV	GOBP	BioGRID
CHEMICAL_SYNAPTIC_TRANSMISSION	0.809360	auROC	SL-A-LR	5FCV	GOBP	BioGRID
CHLORIDE_TRANSPORT	0.541797	auPRC	SL-A-LR	Holdout	GOBP	BioGRID
CHLORIDE_TRANSPORT	-inf	P@TopK	SL-A-LR	Holdout	GOBP	BioGRID
CHLORIDE_TRANSPORT	0.656127	auROC	SL-A-LR	Holdout	GOBP	BioGRID
CHLORIDE_TRANSPORT	3.762547	auPRC	SL-A-LR	5FCV	GOBP	BioGRID
CHLORIDE_TRANSPORT	4.474327	P@TopK	SL-A-LR	5FCV	GOBP	BioGRID
CHLORIDE_TRANSPORT	0.796692	auROC	SL-A-LR	5FCV	GOBP	BioGRID
CHOLESTEROL_BIOSYNTHETIC_PROCESS	0.974491	auPRC	SL-A-LR	Holdout	GOBP	BioGRID
CHOLESTEROL_BIOSYNTHETIC_PROCESS	-inf	P@TopK	SL-A-LR	Holdout	GOBP	BioGRID
CHOLESTEROL_BIOSYNTHETIC_PROCESS	0.702051	auROC	SL-A-LR	Holdout	GOBP	BioGRID
CHOLESTEROL_BIOSYNTHETIC_PROCESS	2.654414	auPRC	SL-A-LR	5FCV	GOBP	BioGRID
CHOLESTEROL_BIOSYNTHETIC_PROCESS	4.156824	P@TopK	SL-A-LR	5FCV	GOBP	BioGRID
CHOLESTEROL_BIOSYNTHETIC_PROCESS	0.753168	auROC	SL-A-LR	5FCV	GOBP	BioGRID
CHROMATIN_ASSEMBLY_OR_DISASSEMBLY	5.382079	auPRC	SL-A-LR	Holdout	GOBP	BioGRID
CHROMATIN_ASSEMBLY_OR_DISASSEMBLY	5.462848	P@TopK	SL-A-LR	Holdout	GOBP	BioGRID
CHROMATIN_ASSEMBLY_OR_DISASSEMBLY	0.850634	auROC	SL-A-LR	Holdout	GOBP	BioGRID
CHROMATIN_ASSEMBLY_OR_DISASSEMBLY	5.293326	auPRC	SL-A-LR	5FCV	GOBP	BioGRID
CHROMATIN_ASSEMBLY_OR_DISASSEMBLY	5.235788	P@TopK	SL-A-LR	5FCV	GOBP	BioGRID
CHROMATIN_ASSEMBLY_OR_DISASSEMBLY	0.934403	auROC	SL-A-LR	5FCV	GOBP	BioGRID
COMPLEMENT_ACTIVATION	4.484528	auPRC	SL-A-LR	Holdout	GOBP	BioGRID
COMPLEMENT_ACTIVATION	4.579260	P@TopK	SL-A-LR	Holdout	GOBP	BioGRID
COMPLEMENT_ACTIVATION	0.907152	auROC	SL-A-LR	Holdout	GOBP	BioGRID
COMPLEMENT_ACTIVATION	4.834453	auPRC	SL-A-LR	5FCV	GOBP	BioGRID
COMPLEMENT_ACTIVATION	5.579498	P@TopK	SL-A-LR	5FCV	GOBP	BioGRID
COMPLEMENT_ACTIVATION	0.917884	auROC	SL-A-LR	5FCV	GOBP	BioGRID
DNA_DEPENDENT_DNA_REPLICATION	4.687808	auPRC	SL-A-LR	Holdout	GOBP	BioGRID
DNA_DEPENDENT_DNA_REPLICATION	4.824781	P@TopK	SL-A-LR	Holdout	GOBP	BioGRID
DNA_DEPENDENT_DNA_REPLICATION	0.924882	auROC	SL-A-LR	Holdout	GOBP	BioGRID
DNA_DEPENDENT_DNA_REPLICATION	5.558934	auPRC	SL-A-LR	5FCV	GOBP	BioGRID
DNA_DEPENDENT_DNA_REPLICATION	5.491909	P@TopK	SL-A-LR	5FCV	GOBP	BioGRID
DNA_DEPENDENT_DNA_REPLICATION	0.915724	auROC	SL-A-LR	5FCV	GOBP	BioGRID
DNA_TEMPLATED_TRANSCRIPTION_ELONGATION	6.538044	auPRC	SL-A-LR	Holdout	GOBP	BioGRID
DNA_TEMPLATED_TRANSCRIPTION_ELONGATION	6.981282	P@TopK	SL-A-LR	Holdout	GOBP	BioGRID
DNA_TEMPLATED_TRANSCRIPTION_ELONGATION	0.988858	auROC	SL-A-LR	Holdout	GOBP	BioGRID
DNA_TEMPLATED_TRANSCRIPTION_ELONGATION	5.797398	auPRC	SL-A-LR	5FCV	GOBP	BioGRID
DNA_TEMPLATED_TRANSCRIPTION_ELONGATION	5.629936	P@TopK	SL-A-LR	5FCV	GOBP	BioGRID
DNA_TEMPLATED_TRANSCRIPTION_ELONGATION	0.975978	auROC	SL-A-LR	5FCV	GOBP	BioGRID
DNA_TEMPLATED_TRANSCRIPTION_TERMINATION	5.594463	auPRC	SL-A-LR	Holdout	GOBP	BioGRID
DNA_TEMPLATED_TRANSCRIPTION_TERMINATION	5.509555	P@TopK	SL-A-LR	Holdout	GOBP	BioGRID
DNA_TEMPLATED_TRANSCRIPTION_TERMINATION	0.931187	auROC	SL-A-LR	Holdout	GOBP	BioGRID
DNA_TEMPLATED_TRANSCRIPTION_TERMINATION	5.720277	auPRC	SL-A-LR	5FCV	GOBP	BioGRID
DNA_TEMPLATED_TRANSCRIPTION_TERMINATION	5.627248	P@TopK	SL-A-LR	5FCV	GOBP	BioGRID
DNA_TEMPLATED_TRANSCRIPTION_TERMINATION	0.966943	auROC	SL-A-LR	5FCV	GOBP	BioGRID
DOUBLE_STRAND_BREAK_REPAIR	4.172395	auPRC	SL-A-LR	Holdout	GOBP	BioGRID
DOUBLE_STRAND_BREAK_REPAIR	4.512511	P@TopK	SL-A-LR	Holdout	GOBP	BioGRID
DOUBLE_STRAND_BREAK_REPAIR	0.809014	auROC	SL-A-LR	Holdout	GOBP	BioGRID
DOUBLE_STRAND_BREAK_REPAIR	4.617889	auPRC	SL-A-LR	5FCV	GOBP	BioGRID
DOUBLE_STRAND_BREAK_REPAIR	4.552744	P@TopK	SL-A-LR	5FCV	GOBP	BioGRID
DOUBLE_STRAND_BREAK_REPAIR	0.871928	auROC	SL-A-LR	5FCV	GOBP	BioGRID
DRUG_TRANSPORT	1.136561	auPRC	SL-A-LR	Holdout	GOBP	BioGRID
DRUG_TRANSPORT	2.912141	P@TopK	SL-A-LR	Holdout	GOBP	BioGRID
DRUG_TRANSPORT	0.725765	auROC	SL-A-LR	Holdout	GOBP	BioGRID
DRUG_TRANSPORT	0.769240	auPRC	SL-A-LR	5FCV	GOBP	BioGRID
DRUG_TRANSPORT	-inf	P@TopK	SL-A-LR	5FCV	GOBP	BioGRID
DRUG_TRANSPORT	0.691565	auROC	SL-A-LR	5FCV	GOBP	BioGRID
ENDOPLASMIC_RETICULUM_ORGANIZATION	3.415128	auPRC	SL-A-LR	Holdout	GOBP	BioGRID
ENDOPLASMIC_RETICULUM_ORGANIZATION	4.177267	P@TopK	SL-A-LR	Holdout	GOBP	BioGRID
ENDOPLASMIC_RETICULUM_ORGANIZATION	0.599691	auROC	SL-A-LR	Holdout	GOBP	BioGRID
ENDOPLASMIC_RETICULUM_ORGANIZATION	4.702272	auPRC	SL-A-LR	5FCV	GOBP	BioGRID
ENDOPLASMIC_RETICULUM_ORGANIZATION	5.563158	P@TopK	SL-A-LR	5FCV	GOBP	BioGRID
ENDOPLASMIC_RETICULUM_ORGANIZATION	0.803076	auROC	SL-A-LR	5FCV	GOBP	BioGRID
ENDOSOME_ORGANIZATION	4.793922	auPRC	SL-A-LR	Holdout	GOBP	BioGRID
ENDOSOME_ORGANIZATION	4.844660	P@TopK	SL-A-LR	Holdout	GOBP	BioGRID
ENDOSOME_ORGANIZATION	0.771953	auROC	SL-A-LR	Holdout	GOBP	BioGRID
ENDOSOME_ORGANIZATION	5.715485	auPRC	SL-A-LR	5FCV	GOBP	BioGRID
ENDOSOME_ORGANIZATION	5.773996	P@TopK	SL-A-LR	5FCV	GOBP	BioGRID
ENDOSOME_ORGANIZATION	0.860520	auROC	SL-A-LR	5FCV	GOBP	BioGRID
ER_TO_GOLGI_VESICLE_MEDIATED_TRANSPORT	4.278638	auPRC	SL-A-LR	Holdout	GOBP	BioGRID
ER_TO_GOLGI_VESICLE_MEDIATED_TRANSPORT	4.244825	P@TopK	SL-A-LR	Holdout	GOBP	BioGRID
ER_TO_GOLGI_VESICLE_MEDIATED_TRANSPORT	0.835267	auROC	SL-A-LR	Holdout	GOBP	BioGRID
ER_TO_GOLGI_VESICLE_MEDIATED_TRANSPORT	4.428255	auPRC	SL-A-LR	5FCV	GOBP	BioGRID
ER_TO_GOLGI_VESICLE_MEDIATED_TRANSPORT	4.376239	P@TopK	SL-A-LR	5FCV	GOBP	BioGRID
ER_TO_GOLGI_VESICLE_MEDIATED_TRANSPORT	0.844153	auROC	SL-A-LR	5FCV	GOBP	BioGRID
ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE	2.602149	auPRC	SL-A-LR	Holdout	GOBP	BioGRID
ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE	3.224910	P@TopK	SL-A-LR	Holdout	GOBP	BioGRID
ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE	0.649801	auROC	SL-A-LR	Holdout	GOBP	BioGRID
ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE	4.213633	auPRC	SL-A-LR	5FCV	GOBP	BioGRID
ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE	4.127088	P@TopK	SL-A-LR	5FCV	GOBP	BioGRID
ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE	0.795107	auROC	SL-A-LR	5FCV	GOBP	BioGRID
EXTRACELLULAR_MATRIX_ORGANIZATION	3.854388	auPRC	SL-A-LR	Holdout	GOBP	BioGRID
EXTRACELLULAR_MATRIX_ORGANIZATION	4.599318	P@TopK	SL-A-LR	Holdout	GOBP	BioGRID
EXTRACELLULAR_MATRIX_ORGANIZATION	0.737512	auROC	SL-A-LR	Holdout	GOBP	BioGRID
EXTRACELLULAR_MATRIX_ORGANIZATION	3.808423	auPRC	SL-A-LR	5FCV	GOBP	BioGRID
EXTRACELLULAR_MATRIX_ORGANIZATION	3.879790	P@TopK	SL-A-LR	5FCV	GOBP	BioGRID
EXTRACELLULAR_MATRIX_ORGANIZATION	0.868765	auROC	SL-A-LR	5FCV	GOBP	BioGRID
FATTY_ACID_CATABOLIC_PROCESS	4.881166	auPRC	SL-A-LR	Holdout	GOBP	BioGRID
FATTY_ACID_CATABOLIC_PROCESS	5.253757	P@TopK	SL-A-LR	Holdout	GOBP	BioGRID
FATTY_ACID_CATABOLIC_PROCESS	0.810030	auROC	SL-A-LR	Holdout	GOBP	BioGRID
FATTY_ACID_CATABOLIC_PROCESS	5.265175	auPRC	SL-A-LR	5FCV	GOBP	BioGRID
FATTY_ACID_CATABOLIC_PROCESS	5.632152	P@TopK	SL-A-LR	5FCV	GOBP	BioGRID
FATTY_ACID_CATABOLIC_PROCESS	0.847972	auROC	SL-A-LR	5FCV	GOBP	BioGRID
GLYCEROPHOSPHOLIPID_METABOLIC_PROCESS	1.064513	auPRC	SL-A-LR	Holdout	GOBP	BioGRID
GLYCEROPHOSPHOLIPID_METABOLIC_PROCESS	0.939357	P@TopK	SL-A-LR	Holdout	GOBP	BioGRID
GLYCEROPHOSPHOLIPID_METABOLIC_PROCESS	0.662116	auROC	SL-A-LR	Holdout	GOBP	BioGRID
GLYCEROPHOSPHOLIPID_METABOLIC_PROCESS	2.010787	auPRC	SL-A-LR	5FCV	GOBP	BioGRID
GLYCEROPHOSPHOLIPID_METABOLIC_PROCESS	2.165138	P@TopK	SL-A-LR	5FCV	GOBP	BioGRID
GLYCEROPHOSPHOLIPID_METABOLIC_PROCESS	0.712124	auROC	SL-A-LR	5FCV	GOBP	BioGRID
GLYCOSPHINGOLIPID_METABOLIC_PROCESS	2.207100	auPRC	SL-A-LR	Holdout	GOBP	BioGRID
GLYCOSPHINGOLIPID_METABOLIC_PROCESS	3.750629	P@TopK	SL-A-LR	Holdout	GOBP	BioGRID
GLYCOSPHINGOLIPID_METABOLIC_PROCESS	0.664053	auROC	SL-A-LR	Holdout	GOBP	BioGRID
GLYCOSPHINGOLIPID_METABOLIC_PROCESS	2.930581	auPRC	SL-A-LR	5FCV	GOBP	BioGRID
GLYCOSPHINGOLIPID_METABOLIC_PROCESS	4.092105	P@TopK	SL-A-LR	5FCV	GOBP	BioGRID
GLYCOSPHINGOLIPID_METABOLIC_PROCESS	0.737409	auROC	SL-A-LR	5FCV	GOBP	BioGRID
GOLGI_ORGANIZATION	3.503715	auPRC	SL-A-LR	Holdout	GOBP	BioGRID
GOLGI_ORGANIZATION	3.496922	P@TopK	SL-A-LR	Holdout	GOBP	BioGRID
GOLGI_ORGANIZATION	0.829983	auROC	SL-A-LR	Holdout	GOBP	BioGRID
GOLGI_ORGANIZATION	3.657040	auPRC	SL-A-LR	5FCV	GOBP	BioGRID
GOLGI_ORGANIZATION	4.415013	P@TopK	SL-A-LR	5FCV	GOBP	BioGRID
GOLGI_ORGANIZATION	0.760391	auROC	SL-A-LR	5FCV	GOBP	BioGRID
GOLGI_TO_PLASMA_MEMBRANE_TRANSPORT	5.063285	auPRC	SL-A-LR	Holdout	GOBP	BioGRID
GOLGI_TO_PLASMA_MEMBRANE_TRANSPORT	5.214125	P@TopK	SL-A-LR	Holdout	GOBP	BioGRID
GOLGI_TO_PLASMA_MEMBRANE_TRANSPORT	0.722698	auROC	SL-A-LR	Holdout	GOBP	BioGRID
GOLGI_TO_PLASMA_MEMBRANE_TRANSPORT	3.153305	auPRC	SL-A-LR	5FCV	GOBP	BioGRID
GOLGI_TO_PLASMA_MEMBRANE_TRANSPORT	4.981041	P@TopK	SL-A-LR	5FCV	GOBP	BioGRID
GOLGI_TO_PLASMA_MEMBRANE_TRANSPORT	0.629870	auROC	SL-A-LR	5FCV	GOBP	BioGRID
G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY_COUPLED_TO_CYCLIC_NUCLEOTIDE_SECOND_MESSENGER	2.986444	auPRC	SL-A-LR	Holdout	GOBP	BioGRID
G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY_COUPLED_TO_CYCLIC_NUCLEOTIDE_SECOND_MESSENGER	4.217231	P@TopK	SL-A-LR	Holdout	GOBP	BioGRID
G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY_COUPLED_TO_CYCLIC_NUCLEOTIDE_SECOND_MESSENGER	0.856757	auROC	SL-A-LR	Holdout	GOBP	BioGRID
G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY_COUPLED_TO_CYCLIC_NUCLEOTIDE_SECOND_MESSENGER	3.612726	auPRC	SL-A-LR	5FCV	GOBP	BioGRID
G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY_COUPLED_TO_CYCLIC_NUCLEOTIDE_SECOND_MESSENGER	3.959438	P@TopK	SL-A-LR	5FCV	GOBP	BioGRID
G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY_COUPLED_TO_CYCLIC_NUCLEOTIDE_SECOND_MESSENGER	0.853203	auROC	SL-A-LR	5FCV	GOBP	BioGRID
INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	2.375550	auPRC	SL-A-LR	Holdout	GOBP	BioGRID
INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	3.965357	P@TopK	SL-A-LR	Holdout	GOBP	BioGRID
INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	0.620498	auROC	SL-A-LR	Holdout	GOBP	BioGRID
INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	2.995871	auPRC	SL-A-LR	5FCV	GOBP	BioGRID
INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	3.868140	P@TopK	SL-A-LR	5FCV	GOBP	BioGRID
INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	0.659579	auROC	SL-A-LR	5FCV	GOBP	BioGRID
LONG_CHAIN_FATTY_ACID_METABOLIC_PROCESS	3.915667	auPRC	SL-A-LR	Holdout	GOBP	BioGRID
LONG_CHAIN_FATTY_ACID_METABOLIC_PROCESS	4.763919	P@TopK	SL-A-LR	Holdout	GOBP	BioGRID
LONG_CHAIN_FATTY_ACID_METABOLIC_PROCESS	0.827459	auROC	SL-A-LR	Holdout	GOBP	BioGRID
LONG_CHAIN_FATTY_ACID_METABOLIC_PROCESS	3.324948	auPRC	SL-A-LR	5FCV	GOBP	BioGRID
LONG_CHAIN_FATTY_ACID_METABOLIC_PROCESS	4.845984	P@TopK	SL-A-LR	5FCV	GOBP	BioGRID
LONG_CHAIN_FATTY_ACID_METABOLIC_PROCESS	0.777638	auROC	SL-A-LR	5FCV	GOBP	BioGRID
LYSOSOMAL_TRANSPORT	4.291961	auPRC	SL-A-LR	Holdout	GOBP	BioGRID
LYSOSOMAL_TRANSPORT	4.480235	P@TopK	SL-A-LR	Holdout	GOBP	BioGRID
LYSOSOMAL_TRANSPORT	0.862821	auROC	SL-A-LR	Holdout	GOBP	BioGRID
LYSOSOMAL_TRANSPORT	4.912326	auPRC	SL-A-LR	5FCV	GOBP	BioGRID
LYSOSOMAL_TRANSPORT	4.918861	P@TopK	SL-A-LR	5FCV	GOBP	BioGRID
LYSOSOMAL_TRANSPORT	0.829011	auROC	SL-A-LR	5FCV	GOBP	BioGRID
MACROAUTOPHAGY	4.278191	auPRC	SL-A-LR	Holdout	GOBP	BioGRID
MACROAUTOPHAGY	4.348013	P@TopK	SL-A-LR	Holdout	GOBP	BioGRID
MACROAUTOPHAGY	0.801532	auROC	SL-A-LR	Holdout	GOBP	BioGRID
MACROAUTOPHAGY	4.755315	auPRC	SL-A-LR	5FCV	GOBP	BioGRID
MACROAUTOPHAGY	4.847746	P@TopK	SL-A-LR	5FCV	GOBP	BioGRID
MACROAUTOPHAGY	0.848873	auROC	SL-A-LR	5FCV	GOBP	BioGRID
MICROTUBULE_BUNDLE_FORMATION	0.650400	auPRC	SL-A-LR	Holdout	GOBP	BioGRID
MICROTUBULE_BUNDLE_FORMATION	2.305971	P@TopK	SL-A-LR	Holdout	GOBP	BioGRID
MICROTUBULE_BUNDLE_FORMATION	0.579162	auROC	SL-A-LR	Holdout	GOBP	BioGRID
MICROTUBULE_BUNDLE_FORMATION	0.544228	auPRC	SL-A-LR	5FCV	GOBP	BioGRID
MICROTUBULE_BUNDLE_FORMATION	-inf	P@TopK	SL-A-LR	5FCV	GOBP	BioGRID
MICROTUBULE_BUNDLE_FORMATION	0.638696	auROC	SL-A-LR	5FCV	GOBP	BioGRID
MICROTUBULE_ORGANIZING_CENTER_ORGANIZATION	6.056260	auPRC	SL-A-LR	Holdout	GOBP	BioGRID
MICROTUBULE_ORGANIZING_CENTER_ORGANIZATION	6.157950	P@TopK	SL-A-LR	Holdout	GOBP	BioGRID
MICROTUBULE_ORGANIZING_CENTER_ORGANIZATION	0.847926	auROC	SL-A-LR	Holdout	GOBP	BioGRID
MICROTUBULE_ORGANIZING_CENTER_ORGANIZATION	5.256644	auPRC	SL-A-LR	5FCV	GOBP	BioGRID
MICROTUBULE_ORGANIZING_CENTER_ORGANIZATION	5.250966	P@TopK	SL-A-LR	5FCV	GOBP	BioGRID
MICROTUBULE_ORGANIZING_CENTER_ORGANIZATION	0.792785	auROC	SL-A-LR	5FCV	GOBP	BioGRID
MRNA_3_END_PROCESSING	5.767201	auPRC	SL-A-LR	Holdout	GOBP	BioGRID
MRNA_3_END_PROCESSING	5.659163	P@TopK	SL-A-LR	Holdout	GOBP	BioGRID
MRNA_3_END_PROCESSING	0.926277	auROC	SL-A-LR	Holdout	GOBP	BioGRID
MRNA_3_END_PROCESSING	6.026547	auPRC	SL-A-LR	5FCV	GOBP	BioGRID
MRNA_3_END_PROCESSING	6.004295	P@TopK	SL-A-LR	5FCV	GOBP	BioGRID
MRNA_3_END_PROCESSING	0.958023	auROC	SL-A-LR	5FCV	GOBP	BioGRID
MRNA_CATABOLIC_PROCESS	4.730108	auPRC	SL-A-LR	Holdout	GOBP	BioGRID
MRNA_CATABOLIC_PROCESS	4.777092	P@TopK	SL-A-LR	Holdout	GOBP	BioGRID
MRNA_CATABOLIC_PROCESS	0.920153	auROC	SL-A-LR	Holdout	GOBP	BioGRID
MRNA_CATABOLIC_PROCESS	4.695834	auPRC	SL-A-LR	5FCV	GOBP	BioGRID
MRNA_CATABOLIC_PROCESS	4.592271	P@TopK	SL-A-LR	5FCV	GOBP	BioGRID
MRNA_CATABOLIC_PROCESS	0.927555	auROC	SL-A-LR	5FCV	GOBP	BioGRID
NEURON_PROJECTION_MORPHOGENESIS	2.904429	auPRC	SL-A-LR	Holdout	GOBP	BioGRID
NEURON_PROJECTION_MORPHOGENESIS	4.037936	P@TopK	SL-A-LR	Holdout	GOBP	BioGRID
NEURON_PROJECTION_MORPHOGENESIS	0.662623	auROC	SL-A-LR	Holdout	GOBP	BioGRID
NEURON_PROJECTION_MORPHOGENESIS	2.858553	auPRC	SL-A-LR	5FCV	GOBP	BioGRID
NEURON_PROJECTION_MORPHOGENESIS	3.102210	P@TopK	SL-A-LR	5FCV	GOBP	BioGRID
NEURON_PROJECTION_MORPHOGENESIS	0.699163	auROC	SL-A-LR	5FCV	GOBP	BioGRID
NICOTINAMIDE_NUCLEOTIDE_METABOLIC_PROCESS	2.676678	auPRC	SL-A-LR	Holdout	GOBP	BioGRID
