Geneset	Score	Score Type	Method	Validation Split	Geneset Collection	Network
CALCIUM_ION_TRANSPORT	3.217147	P@TopK	SL-A-SVM	5FCV	GOBP	BioGRID
CALCIUM_ION_TRANSPORT	0.753088	auROC	SL-A-SVM	5FCV	GOBP	BioGRID
CELL_JUNCTION_ASSEMBLY	2.641446	auPRC	SL-A-SVM	Holdout	GOBP	BioGRID
CELL_JUNCTION_ASSEMBLY	4.166715	P@TopK	SL-A-SVM	Holdout	GOBP	BioGRID
CELL_JUNCTION_ASSEMBLY	0.457839	auROC	SL-A-SVM	Holdout	GOBP	BioGRID
CELL_JUNCTION_ASSEMBLY	3.532396	auPRC	SL-A-SVM	5FCV	GOBP	BioGRID
CELL_JUNCTION_ASSEMBLY	4.184157	P@TopK	SL-A-SVM	5FCV	GOBP	BioGRID
CELL_JUNCTION_ASSEMBLY	0.707961	auROC	SL-A-SVM	5FCV	GOBP	BioGRID
CELL_SUBSTRATE_ADHESION	1.663477	auPRC	SL-A-SVM	Holdout	GOBP	BioGRID
CELL_SUBSTRATE_ADHESION	3.152647	P@TopK	SL-A-SVM	Holdout	GOBP	BioGRID
CELL_SUBSTRATE_ADHESION	0.708626	auROC	SL-A-SVM	Holdout	GOBP	BioGRID
CELL_SUBSTRATE_ADHESION	3.034639	auPRC	SL-A-SVM	5FCV	GOBP	BioGRID
CELL_SUBSTRATE_ADHESION	3.369165	P@TopK	SL-A-SVM	5FCV	GOBP	BioGRID
CELL_SUBSTRATE_ADHESION	0.713964	auROC	SL-A-SVM	5FCV	GOBP	BioGRID
CELLULAR_RESPIRATION	4.625098	auPRC	SL-A-SVM	Holdout	GOBP	BioGRID
CELLULAR_RESPIRATION	4.526811	P@TopK	SL-A-SVM	Holdout	GOBP	BioGRID
CELLULAR_RESPIRATION	0.895035	auROC	SL-A-SVM	Holdout	GOBP	BioGRID
CELLULAR_RESPIRATION	5.353491	auPRC	SL-A-SVM	5FCV	GOBP	BioGRID
CELLULAR_RESPIRATION	5.280965	P@TopK	SL-A-SVM	5FCV	GOBP	BioGRID
CELLULAR_RESPIRATION	0.915735	auROC	SL-A-SVM	5FCV	GOBP	BioGRID
CHEMICAL_SYNAPTIC_TRANSMISSION	2.296372	auPRC	SL-A-SVM	Holdout	GOBP	BioGRID
CHEMICAL_SYNAPTIC_TRANSMISSION	3.146675	P@TopK	SL-A-SVM	Holdout	GOBP	BioGRID
CHEMICAL_SYNAPTIC_TRANSMISSION	0.755893	auROC	SL-A-SVM	Holdout	GOBP	BioGRID
CHEMICAL_SYNAPTIC_TRANSMISSION	1.757237	auPRC	SL-A-SVM	5FCV	GOBP	BioGRID
CHEMICAL_SYNAPTIC_TRANSMISSION	2.540709	P@TopK	SL-A-SVM	5FCV	GOBP	BioGRID
CHEMICAL_SYNAPTIC_TRANSMISSION	0.750140	auROC	SL-A-SVM	5FCV	GOBP	BioGRID
CHLORIDE_TRANSPORT	0.150050	auPRC	SL-A-SVM	Holdout	GOBP	BioGRID
CHLORIDE_TRANSPORT	-inf	P@TopK	SL-A-SVM	Holdout	GOBP	BioGRID
CHLORIDE_TRANSPORT	0.531127	auROC	SL-A-SVM	Holdout	GOBP	BioGRID
CHLORIDE_TRANSPORT	3.402085	auPRC	SL-A-SVM	5FCV	GOBP	BioGRID
CHLORIDE_TRANSPORT	2.889364	P@TopK	SL-A-SVM	5FCV	GOBP	BioGRID
CHLORIDE_TRANSPORT	0.747875	auROC	SL-A-SVM	5FCV	GOBP	BioGRID
CHOLESTEROL_BIOSYNTHETIC_PROCESS	1.110389	auPRC	SL-A-SVM	Holdout	GOBP	BioGRID
CHOLESTEROL_BIOSYNTHETIC_PROCESS	-inf	P@TopK	SL-A-SVM	Holdout	GOBP	BioGRID
CHOLESTEROL_BIOSYNTHETIC_PROCESS	0.714832	auROC	SL-A-SVM	Holdout	GOBP	BioGRID
CHOLESTEROL_BIOSYNTHETIC_PROCESS	1.208172	auPRC	SL-A-SVM	5FCV	GOBP	BioGRID
CHOLESTEROL_BIOSYNTHETIC_PROCESS	-inf	P@TopK	SL-A-SVM	5FCV	GOBP	BioGRID
CHOLESTEROL_BIOSYNTHETIC_PROCESS	0.659327	auROC	SL-A-SVM	5FCV	GOBP	BioGRID
CHROMATIN_ASSEMBLY_OR_DISASSEMBLY	5.404839	auPRC	SL-A-SVM	Holdout	GOBP	BioGRID
CHROMATIN_ASSEMBLY_OR_DISASSEMBLY	5.462848	P@TopK	SL-A-SVM	Holdout	GOBP	BioGRID
CHROMATIN_ASSEMBLY_OR_DISASSEMBLY	0.764850	auROC	SL-A-SVM	Holdout	GOBP	BioGRID
CHROMATIN_ASSEMBLY_OR_DISASSEMBLY	5.194482	auPRC	SL-A-SVM	5FCV	GOBP	BioGRID
CHROMATIN_ASSEMBLY_OR_DISASSEMBLY	5.212329	P@TopK	SL-A-SVM	5FCV	GOBP	BioGRID
CHROMATIN_ASSEMBLY_OR_DISASSEMBLY	0.887801	auROC	SL-A-SVM	5FCV	GOBP	BioGRID
COMPLEMENT_ACTIVATION	4.265581	auPRC	SL-A-SVM	Holdout	GOBP	BioGRID
COMPLEMENT_ACTIVATION	5.164223	P@TopK	SL-A-SVM	Holdout	GOBP	BioGRID
COMPLEMENT_ACTIVATION	0.849872	auROC	SL-A-SVM	Holdout	GOBP	BioGRID
COMPLEMENT_ACTIVATION	4.349062	auPRC	SL-A-SVM	5FCV	GOBP	BioGRID
COMPLEMENT_ACTIVATION	4.801891	P@TopK	SL-A-SVM	5FCV	GOBP	BioGRID
COMPLEMENT_ACTIVATION	0.870170	auROC	SL-A-SVM	5FCV	GOBP	BioGRID
DNA_DEPENDENT_DNA_REPLICATION	4.523186	auPRC	SL-A-SVM	Holdout	GOBP	BioGRID
DNA_DEPENDENT_DNA_REPLICATION	4.632136	P@TopK	SL-A-SVM	Holdout	GOBP	BioGRID
DNA_DEPENDENT_DNA_REPLICATION	0.907594	auROC	SL-A-SVM	Holdout	GOBP	BioGRID
DNA_DEPENDENT_DNA_REPLICATION	5.371629	auPRC	SL-A-SVM	5FCV	GOBP	BioGRID
DNA_DEPENDENT_DNA_REPLICATION	5.452380	P@TopK	SL-A-SVM	5FCV	GOBP	BioGRID
DNA_DEPENDENT_DNA_REPLICATION	0.904830	auROC	SL-A-SVM	5FCV	GOBP	BioGRID
DNA_TEMPLATED_TRANSCRIPTION_ELONGATION	6.782493	auPRC	SL-A-SVM	Holdout	GOBP	BioGRID
DNA_TEMPLATED_TRANSCRIPTION_ELONGATION	7.173927	P@TopK	SL-A-SVM	Holdout	GOBP	BioGRID
DNA_TEMPLATED_TRANSCRIPTION_ELONGATION	0.989526	auROC	SL-A-SVM	Holdout	GOBP	BioGRID
DNA_TEMPLATED_TRANSCRIPTION_ELONGATION	5.813341	auPRC	SL-A-SVM	5FCV	GOBP	BioGRID
DNA_TEMPLATED_TRANSCRIPTION_ELONGATION	5.677242	P@TopK	SL-A-SVM	5FCV	GOBP	BioGRID
DNA_TEMPLATED_TRANSCRIPTION_ELONGATION	0.958843	auROC	SL-A-SVM	5FCV	GOBP	BioGRID
DNA_TEMPLATED_TRANSCRIPTION_TERMINATION	5.634497	auPRC	SL-A-SVM	Holdout	GOBP	BioGRID
DNA_TEMPLATED_TRANSCRIPTION_TERMINATION	5.509555	P@TopK	SL-A-SVM	Holdout	GOBP	BioGRID
DNA_TEMPLATED_TRANSCRIPTION_TERMINATION	0.925318	auROC	SL-A-SVM	Holdout	GOBP	BioGRID
DNA_TEMPLATED_TRANSCRIPTION_TERMINATION	5.761423	auPRC	SL-A-SVM	5FCV	GOBP	BioGRID
DNA_TEMPLATED_TRANSCRIPTION_TERMINATION	5.807820	P@TopK	SL-A-SVM	5FCV	GOBP	BioGRID
DNA_TEMPLATED_TRANSCRIPTION_TERMINATION	0.959537	auROC	SL-A-SVM	5FCV	GOBP	BioGRID
DOUBLE_STRAND_BREAK_REPAIR	4.037041	auPRC	SL-A-SVM	Holdout	GOBP	BioGRID
DOUBLE_STRAND_BREAK_REPAIR	4.306060	P@TopK	SL-A-SVM	Holdout	GOBP	BioGRID
DOUBLE_STRAND_BREAK_REPAIR	0.793548	auROC	SL-A-SVM	Holdout	GOBP	BioGRID
DOUBLE_STRAND_BREAK_REPAIR	4.416562	auPRC	SL-A-SVM	5FCV	GOBP	BioGRID
DOUBLE_STRAND_BREAK_REPAIR	4.427213	P@TopK	SL-A-SVM	5FCV	GOBP	BioGRID
DOUBLE_STRAND_BREAK_REPAIR	0.821866	auROC	SL-A-SVM	5FCV	GOBP	BioGRID
DRUG_TRANSPORT	0.973650	auPRC	SL-A-SVM	Holdout	GOBP	BioGRID
DRUG_TRANSPORT	2.912141	P@TopK	SL-A-SVM	Holdout	GOBP	BioGRID
DRUG_TRANSPORT	0.640764	auROC	SL-A-SVM	Holdout	GOBP	BioGRID
DRUG_TRANSPORT	0.880521	auPRC	SL-A-SVM	5FCV	GOBP	BioGRID
DRUG_TRANSPORT	2.644574	P@TopK	SL-A-SVM	5FCV	GOBP	BioGRID
DRUG_TRANSPORT	0.650172	auROC	SL-A-SVM	5FCV	GOBP	BioGRID
ENDOPLASMIC_RETICULUM_ORGANIZATION	1.845921	auPRC	SL-A-SVM	Holdout	GOBP	BioGRID
ENDOPLASMIC_RETICULUM_ORGANIZATION	3.177267	P@TopK	SL-A-SVM	Holdout	GOBP	BioGRID
ENDOPLASMIC_RETICULUM_ORGANIZATION	0.476549	auROC	SL-A-SVM	Holdout	GOBP	BioGRID
ENDOPLASMIC_RETICULUM_ORGANIZATION	2.678495	auPRC	SL-A-SVM	5FCV	GOBP	BioGRID
ENDOPLASMIC_RETICULUM_ORGANIZATION	3.563158	P@TopK	SL-A-SVM	5FCV	GOBP	BioGRID
ENDOPLASMIC_RETICULUM_ORGANIZATION	0.663317	auROC	SL-A-SVM	5FCV	GOBP	BioGRID
ENDOSOME_ORGANIZATION	4.573298	auPRC	SL-A-SVM	Holdout	GOBP	BioGRID
ENDOSOME_ORGANIZATION	4.652015	P@TopK	SL-A-SVM	Holdout	GOBP	BioGRID
ENDOSOME_ORGANIZATION	0.668435	auROC	SL-A-SVM	Holdout	GOBP	BioGRID
ENDOSOME_ORGANIZATION	5.086716	auPRC	SL-A-SVM	5FCV	GOBP	BioGRID
ENDOSOME_ORGANIZATION	5.581351	P@TopK	SL-A-SVM	5FCV	GOBP	BioGRID
ENDOSOME_ORGANIZATION	0.817809	auROC	SL-A-SVM	5FCV	GOBP	BioGRID
ER_TO_GOLGI_VESICLE_MEDIATED_TRANSPORT	3.931762	auPRC	SL-A-SVM	Holdout	GOBP	BioGRID
ER_TO_GOLGI_VESICLE_MEDIATED_TRANSPORT	4.074900	P@TopK	SL-A-SVM	Holdout	GOBP	BioGRID
ER_TO_GOLGI_VESICLE_MEDIATED_TRANSPORT	0.802070	auROC	SL-A-SVM	Holdout	GOBP	BioGRID
ER_TO_GOLGI_VESICLE_MEDIATED_TRANSPORT	4.196506	auPRC	SL-A-SVM	5FCV	GOBP	BioGRID
ER_TO_GOLGI_VESICLE_MEDIATED_TRANSPORT	4.280024	P@TopK	SL-A-SVM	5FCV	GOBP	BioGRID
ER_TO_GOLGI_VESICLE_MEDIATED_TRANSPORT	0.807476	auROC	SL-A-SVM	5FCV	GOBP	BioGRID
ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE	2.470036	auPRC	SL-A-SVM	Holdout	GOBP	BioGRID
ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE	3.710337	P@TopK	SL-A-SVM	Holdout	GOBP	BioGRID
ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE	0.610382	auROC	SL-A-SVM	Holdout	GOBP	BioGRID
ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE	4.147504	auPRC	SL-A-SVM	5FCV	GOBP	BioGRID
ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE	4.092323	P@TopK	SL-A-SVM	5FCV	GOBP	BioGRID
ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE	0.782909	auROC	SL-A-SVM	5FCV	GOBP	BioGRID
EXTRACELLULAR_MATRIX_ORGANIZATION	3.141637	auPRC	SL-A-SVM	Holdout	GOBP	BioGRID
EXTRACELLULAR_MATRIX_ORGANIZATION	4.599318	P@TopK	SL-A-SVM	Holdout	GOBP	BioGRID
EXTRACELLULAR_MATRIX_ORGANIZATION	0.718377	auROC	SL-A-SVM	Holdout	GOBP	BioGRID
EXTRACELLULAR_MATRIX_ORGANIZATION	3.343723	auPRC	SL-A-SVM	5FCV	GOBP	BioGRID
EXTRACELLULAR_MATRIX_ORGANIZATION	3.464753	P@TopK	SL-A-SVM	5FCV	GOBP	BioGRID
EXTRACELLULAR_MATRIX_ORGANIZATION	0.834011	auROC	SL-A-SVM	5FCV	GOBP	BioGRID
FATTY_ACID_CATABOLIC_PROCESS	4.666322	auPRC	SL-A-SVM	Holdout	GOBP	BioGRID
FATTY_ACID_CATABOLIC_PROCESS	4.875245	P@TopK	SL-A-SVM	Holdout	GOBP	BioGRID
FATTY_ACID_CATABOLIC_PROCESS	0.783119	auROC	SL-A-SVM	Holdout	GOBP	BioGRID
FATTY_ACID_CATABOLIC_PROCESS	4.858863	auPRC	SL-A-SVM	5FCV	GOBP	BioGRID
FATTY_ACID_CATABOLIC_PROCESS	5.397687	P@TopK	SL-A-SVM	5FCV	GOBP	BioGRID
FATTY_ACID_CATABOLIC_PROCESS	0.808372	auROC	SL-A-SVM	5FCV	GOBP	BioGRID
GLYCEROPHOSPHOLIPID_METABOLIC_PROCESS	0.944455	auPRC	SL-A-SVM	Holdout	GOBP	BioGRID
GLYCEROPHOSPHOLIPID_METABOLIC_PROCESS	0.769432	P@TopK	SL-A-SVM	Holdout	GOBP	BioGRID
GLYCEROPHOSPHOLIPID_METABOLIC_PROCESS	0.649885	auROC	SL-A-SVM	Holdout	GOBP	BioGRID
GLYCEROPHOSPHOLIPID_METABOLIC_PROCESS	1.332225	auPRC	SL-A-SVM	5FCV	GOBP	BioGRID
GLYCEROPHOSPHOLIPID_METABOLIC_PROCESS	2.101008	P@TopK	SL-A-SVM	5FCV	GOBP	BioGRID
GLYCEROPHOSPHOLIPID_METABOLIC_PROCESS	0.672723	auROC	SL-A-SVM	5FCV	GOBP	BioGRID
GLYCOSPHINGOLIPID_METABOLIC_PROCESS	3.079104	auPRC	SL-A-SVM	Holdout	GOBP	BioGRID
GLYCOSPHINGOLIPID_METABOLIC_PROCESS	4.750629	P@TopK	SL-A-SVM	Holdout	GOBP	BioGRID
GLYCOSPHINGOLIPID_METABOLIC_PROCESS	0.645488	auROC	SL-A-SVM	Holdout	GOBP	BioGRID
GLYCOSPHINGOLIPID_METABOLIC_PROCESS	1.182690	auPRC	SL-A-SVM	5FCV	GOBP	BioGRID
GLYCOSPHINGOLIPID_METABOLIC_PROCESS	3.092105	P@TopK	SL-A-SVM	5FCV	GOBP	BioGRID
GLYCOSPHINGOLIPID_METABOLIC_PROCESS	0.672435	auROC	SL-A-SVM	5FCV	GOBP	BioGRID
GOLGI_ORGANIZATION	3.189720	auPRC	SL-A-SVM	Holdout	GOBP	BioGRID
GOLGI_ORGANIZATION	3.081885	P@TopK	SL-A-SVM	Holdout	GOBP	BioGRID
GOLGI_ORGANIZATION	0.754813	auROC	SL-A-SVM	Holdout	GOBP	BioGRID
GOLGI_ORGANIZATION	3.520525	auPRC	SL-A-SVM	5FCV	GOBP	BioGRID
GOLGI_ORGANIZATION	4.093085	P@TopK	SL-A-SVM	5FCV	GOBP	BioGRID
GOLGI_ORGANIZATION	0.688007	auROC	SL-A-SVM	5FCV	GOBP	BioGRID
GOLGI_TO_PLASMA_MEMBRANE_TRANSPORT	5.893359	auPRC	SL-A-SVM	Holdout	GOBP	BioGRID
GOLGI_TO_PLASMA_MEMBRANE_TRANSPORT	5.799087	P@TopK	SL-A-SVM	Holdout	GOBP	BioGRID
GOLGI_TO_PLASMA_MEMBRANE_TRANSPORT	0.762134	auROC	SL-A-SVM	Holdout	GOBP	BioGRID
GOLGI_TO_PLASMA_MEMBRANE_TRANSPORT	1.705433	auPRC	SL-A-SVM	5FCV	GOBP	BioGRID
GOLGI_TO_PLASMA_MEMBRANE_TRANSPORT	-inf	P@TopK	SL-A-SVM	5FCV	GOBP	BioGRID
GOLGI_TO_PLASMA_MEMBRANE_TRANSPORT	0.627667	auROC	SL-A-SVM	5FCV	GOBP	BioGRID
G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY_COUPLED_TO_CYCLIC_NUCLEOTIDE_SECOND_MESSENGER	4.575494	auPRC	SL-A-SVM	Holdout	GOBP	BioGRID
G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY_COUPLED_TO_CYCLIC_NUCLEOTIDE_SECOND_MESSENGER	4.217231	P@TopK	SL-A-SVM	Holdout	GOBP	BioGRID
G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY_COUPLED_TO_CYCLIC_NUCLEOTIDE_SECOND_MESSENGER	0.832595	auROC	SL-A-SVM	Holdout	GOBP	BioGRID
G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY_COUPLED_TO_CYCLIC_NUCLEOTIDE_SECOND_MESSENGER	3.194428	auPRC	SL-A-SVM	5FCV	GOBP	BioGRID
G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY_COUPLED_TO_CYCLIC_NUCLEOTIDE_SECOND_MESSENGER	3.745313	P@TopK	SL-A-SVM	5FCV	GOBP	BioGRID
G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY_COUPLED_TO_CYCLIC_NUCLEOTIDE_SECOND_MESSENGER	0.820637	auROC	SL-A-SVM	5FCV	GOBP	BioGRID
INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	2.573194	auPRC	SL-A-SVM	Holdout	GOBP	BioGRID
INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	3.965357	P@TopK	SL-A-SVM	Holdout	GOBP	BioGRID
INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	0.589508	auROC	SL-A-SVM	Holdout	GOBP	BioGRID
INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	2.402342	auPRC	SL-A-SVM	5FCV	GOBP	BioGRID
INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	3.505570	P@TopK	SL-A-SVM	5FCV	GOBP	BioGRID
INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	0.596836	auROC	SL-A-SVM	5FCV	GOBP	BioGRID
LONG_CHAIN_FATTY_ACID_METABOLIC_PROCESS	2.049918	auPRC	SL-A-SVM	Holdout	GOBP	BioGRID
LONG_CHAIN_FATTY_ACID_METABOLIC_PROCESS	2.763919	P@TopK	SL-A-SVM	Holdout	GOBP	BioGRID
LONG_CHAIN_FATTY_ACID_METABOLIC_PROCESS	0.747431	auROC	SL-A-SVM	Holdout	GOBP	BioGRID
LONG_CHAIN_FATTY_ACID_METABOLIC_PROCESS	3.245492	auPRC	SL-A-SVM	5FCV	GOBP	BioGRID
LONG_CHAIN_FATTY_ACID_METABOLIC_PROCESS	4.343483	P@TopK	SL-A-SVM	5FCV	GOBP	BioGRID
LONG_CHAIN_FATTY_ACID_METABOLIC_PROCESS	0.751848	auROC	SL-A-SVM	5FCV	GOBP	BioGRID
LYSOSOMAL_TRANSPORT	4.214699	auPRC	SL-A-SVM	Holdout	GOBP	BioGRID
LYSOSOMAL_TRANSPORT	4.650160	P@TopK	SL-A-SVM	Holdout	GOBP	BioGRID
LYSOSOMAL_TRANSPORT	0.822188	auROC	SL-A-SVM	Holdout	GOBP	BioGRID
LYSOSOMAL_TRANSPORT	4.625017	auPRC	SL-A-SVM	5FCV	GOBP	BioGRID
LYSOSOMAL_TRANSPORT	4.857460	P@TopK	SL-A-SVM	5FCV	GOBP	BioGRID
LYSOSOMAL_TRANSPORT	0.760294	auROC	SL-A-SVM	5FCV	GOBP	BioGRID
MACROAUTOPHAGY	4.200903	auPRC	SL-A-SVM	Holdout	GOBP	BioGRID
MACROAUTOPHAGY	4.232535	P@TopK	SL-A-SVM	Holdout	GOBP	BioGRID
MACROAUTOPHAGY	0.762329	auROC	SL-A-SVM	Holdout	GOBP	BioGRID
MACROAUTOPHAGY	4.444495	auPRC	SL-A-SVM	5FCV	GOBP	BioGRID
MACROAUTOPHAGY	4.596208	P@TopK	SL-A-SVM	5FCV	GOBP	BioGRID
MACROAUTOPHAGY	0.799892	auROC	SL-A-SVM	5FCV	GOBP	BioGRID
MICROTUBULE_BUNDLE_FORMATION	0.368737	auPRC	SL-A-SVM	Holdout	GOBP	BioGRID
MICROTUBULE_BUNDLE_FORMATION	-inf	P@TopK	SL-A-SVM	Holdout	GOBP	BioGRID
MICROTUBULE_BUNDLE_FORMATION	0.568501	auROC	SL-A-SVM	Holdout	GOBP	BioGRID
MICROTUBULE_BUNDLE_FORMATION	0.756411	auPRC	SL-A-SVM	5FCV	GOBP	BioGRID
MICROTUBULE_BUNDLE_FORMATION	2.721251	P@TopK	SL-A-SVM	5FCV	GOBP	BioGRID
MICROTUBULE_BUNDLE_FORMATION	0.629808	auROC	SL-A-SVM	5FCV	GOBP	BioGRID
MICROTUBULE_ORGANIZING_CENTER_ORGANIZATION	6.038379	auPRC	SL-A-SVM	Holdout	GOBP	BioGRID
MICROTUBULE_ORGANIZING_CENTER_ORGANIZATION	6.157950	P@TopK	SL-A-SVM	Holdout	GOBP	BioGRID
MICROTUBULE_ORGANIZING_CENTER_ORGANIZATION	0.851596	auROC	SL-A-SVM	Holdout	GOBP	BioGRID
MICROTUBULE_ORGANIZING_CENTER_ORGANIZATION	5.193565	auPRC	SL-A-SVM	5FCV	GOBP	BioGRID
MICROTUBULE_ORGANIZING_CENTER_ORGANIZATION	5.194383	P@TopK	SL-A-SVM	5FCV	GOBP	BioGRID
MICROTUBULE_ORGANIZING_CENTER_ORGANIZATION	0.731142	auROC	SL-A-SVM	5FCV	GOBP	BioGRID
MRNA_3_END_PROCESSING	5.936496	auPRC	SL-A-SVM	Holdout	GOBP	BioGRID
MRNA_3_END_PROCESSING	5.881556	P@TopK	SL-A-SVM	Holdout	GOBP	BioGRID
MRNA_3_END_PROCESSING	0.906667	auROC	SL-A-SVM	Holdout	GOBP	BioGRID
MRNA_3_END_PROCESSING	6.038451	auPRC	SL-A-SVM	5FCV	GOBP	BioGRID
MRNA_3_END_PROCESSING	6.004295	P@TopK	SL-A-SVM	5FCV	GOBP	BioGRID
MRNA_3_END_PROCESSING	0.951554	auROC	SL-A-SVM	5FCV	GOBP	BioGRID
MRNA_CATABOLIC_PROCESS	4.802295	auPRC	SL-A-SVM	Holdout	GOBP	BioGRID
MRNA_CATABOLIC_PROCESS	4.694630	P@TopK	SL-A-SVM	Holdout	GOBP	BioGRID
MRNA_CATABOLIC_PROCESS	0.868862	auROC	SL-A-SVM	Holdout	GOBP	BioGRID
MRNA_CATABOLIC_PROCESS	4.676747	auPRC	SL-A-SVM	5FCV	GOBP	BioGRID
MRNA_CATABOLIC_PROCESS	4.614991	P@TopK	SL-A-SVM	5FCV	GOBP	BioGRID
MRNA_CATABOLIC_PROCESS	0.907016	auROC	SL-A-SVM	5FCV	GOBP	BioGRID
NEURON_PROJECTION_MORPHOGENESIS	2.896396	auPRC	SL-A-SVM	Holdout	GOBP	BioGRID
NEURON_PROJECTION_MORPHOGENESIS	3.622898	P@TopK	SL-A-SVM	Holdout	GOBP	BioGRID
NEURON_PROJECTION_MORPHOGENESIS	0.620617	auROC	SL-A-SVM	Holdout	GOBP	BioGRID
NEURON_PROJECTION_MORPHOGENESIS	2.344752	auPRC	SL-A-SVM	5FCV	GOBP	BioGRID
