Geneset	Score	Score Type	Method	Validation Split	Geneset Collection	Network
APOPTOTIC_SIGNALING_PATHWAY	1.976654	P@TopK	SL-E-LR	Holdout	GOBP	BioGRID
APOPTOTIC_SIGNALING_PATHWAY	0.658438	auROC	SL-E-LR	Holdout	GOBP	BioGRID
APOPTOTIC_SIGNALING_PATHWAY	2.632549	auPRC	SL-E-LR	5FCV	GOBP	BioGRID
APOPTOTIC_SIGNALING_PATHWAY	2.901146	P@TopK	SL-E-LR	5FCV	GOBP	BioGRID
APOPTOTIC_SIGNALING_PATHWAY	0.694592	auROC	SL-E-LR	5FCV	GOBP	BioGRID
CALCIUM_ION_TRANSPORT	1.293617	auPRC	SL-E-LR	Holdout	GOBP	BioGRID
CALCIUM_ION_TRANSPORT	2.495411	P@TopK	SL-E-LR	Holdout	GOBP	BioGRID
CALCIUM_ION_TRANSPORT	0.661722	auROC	SL-E-LR	Holdout	GOBP	BioGRID
CALCIUM_ION_TRANSPORT	2.065713	auPRC	SL-E-LR	5FCV	GOBP	BioGRID
CALCIUM_ION_TRANSPORT	2.854577	P@TopK	SL-E-LR	5FCV	GOBP	BioGRID
CALCIUM_ION_TRANSPORT	0.726541	auROC	SL-E-LR	5FCV	GOBP	BioGRID
CELLULAR_RESPIRATION	4.75864	auPRC	SL-E-LR	Holdout	GOBP	BioGRID
CELLULAR_RESPIRATION	4.696736	P@TopK	SL-E-LR	Holdout	GOBP	BioGRID
CELLULAR_RESPIRATION	0.907637	auROC	SL-E-LR	Holdout	GOBP	BioGRID
CELLULAR_RESPIRATION	5.50678	auPRC	SL-E-LR	5FCV	GOBP	BioGRID
CELLULAR_RESPIRATION	5.481264	P@TopK	SL-E-LR	5FCV	GOBP	BioGRID
CELLULAR_RESPIRATION	0.918515	auROC	SL-E-LR	5FCV	GOBP	BioGRID
CELL_JUNCTION_ASSEMBLY	3.1263	auPRC	SL-E-LR	Holdout	GOBP	BioGRID
CELL_JUNCTION_ASSEMBLY	4.166715	P@TopK	SL-E-LR	Holdout	GOBP	BioGRID
CELL_JUNCTION_ASSEMBLY	0.81075	auROC	SL-E-LR	Holdout	GOBP	BioGRID
CELL_JUNCTION_ASSEMBLY	4.0751	auPRC	SL-E-LR	5FCV	GOBP	BioGRID
CELL_JUNCTION_ASSEMBLY	4.447191	P@TopK	SL-E-LR	5FCV	GOBP	BioGRID
CELL_JUNCTION_ASSEMBLY	0.834418	auROC	SL-E-LR	5FCV	GOBP	BioGRID
CELL_SUBSTRATE_ADHESION	4.418016	auPRC	SL-E-LR	Holdout	GOBP	BioGRID
CELL_SUBSTRATE_ADHESION	4.152647	P@TopK	SL-E-LR	Holdout	GOBP	BioGRID
CELL_SUBSTRATE_ADHESION	0.69458	auROC	SL-E-LR	Holdout	GOBP	BioGRID
CELL_SUBSTRATE_ADHESION	3.581185	auPRC	SL-E-LR	5FCV	GOBP	BioGRID
CELL_SUBSTRATE_ADHESION	3.954127	P@TopK	SL-E-LR	5FCV	GOBP	BioGRID
CELL_SUBSTRATE_ADHESION	0.810033	auROC	SL-E-LR	5FCV	GOBP	BioGRID
CHEMICAL_SYNAPTIC_TRANSMISSION	2.175976	auPRC	SL-E-LR	Holdout	GOBP	BioGRID
CHEMICAL_SYNAPTIC_TRANSMISSION	3.146675	P@TopK	SL-E-LR	Holdout	GOBP	BioGRID
CHEMICAL_SYNAPTIC_TRANSMISSION	0.756608	auROC	SL-E-LR	Holdout	GOBP	BioGRID
CHEMICAL_SYNAPTIC_TRANSMISSION	2.046804	auPRC	SL-E-LR	5FCV	GOBP	BioGRID
CHEMICAL_SYNAPTIC_TRANSMISSION	2.803744	P@TopK	SL-E-LR	5FCV	GOBP	BioGRID
CHEMICAL_SYNAPTIC_TRANSMISSION	0.760945	auROC	SL-E-LR	5FCV	GOBP	BioGRID
CHLORIDE_TRANSPORT	0.601038	auPRC	SL-E-LR	Holdout	GOBP	BioGRID
CHLORIDE_TRANSPORT	-inf	P@TopK	SL-E-LR	Holdout	GOBP	BioGRID
CHLORIDE_TRANSPORT	0.685981	auROC	SL-E-LR	Holdout	GOBP	BioGRID
CHLORIDE_TRANSPORT	1.476296	auPRC	SL-E-LR	5FCV	GOBP	BioGRID
CHLORIDE_TRANSPORT	2.889364	P@TopK	SL-E-LR	5FCV	GOBP	BioGRID
CHLORIDE_TRANSPORT	0.738633	auROC	SL-E-LR	5FCV	GOBP	BioGRID
CHOLESTEROL_BIOSYNTHETIC_PROCESS	1.458581	auPRC	SL-E-LR	Holdout	GOBP	BioGRID
CHOLESTEROL_BIOSYNTHETIC_PROCESS	-inf	P@TopK	SL-E-LR	Holdout	GOBP	BioGRID
CHOLESTEROL_BIOSYNTHETIC_PROCESS	0.702051	auROC	SL-E-LR	Holdout	GOBP	BioGRID
CHOLESTEROL_BIOSYNTHETIC_PROCESS	2.423977	auPRC	SL-E-LR	5FCV	GOBP	BioGRID
CHOLESTEROL_BIOSYNTHETIC_PROCESS	-inf	P@TopK	SL-E-LR	5FCV	GOBP	BioGRID
CHOLESTEROL_BIOSYNTHETIC_PROCESS	0.773376	auROC	SL-E-LR	5FCV	GOBP	BioGRID
CHROMATIN_ASSEMBLY_OR_DISASSEMBLY	5.375461	auPRC	SL-E-LR	Holdout	GOBP	BioGRID
CHROMATIN_ASSEMBLY_OR_DISASSEMBLY	5.310845	P@TopK	SL-E-LR	Holdout	GOBP	BioGRID
CHROMATIN_ASSEMBLY_OR_DISASSEMBLY	0.920206	auROC	SL-E-LR	Holdout	GOBP	BioGRID
CHROMATIN_ASSEMBLY_OR_DISASSEMBLY	5.175171	auPRC	SL-E-LR	5FCV	GOBP	BioGRID
CHROMATIN_ASSEMBLY_OR_DISASSEMBLY	5.114482	P@TopK	SL-E-LR	5FCV	GOBP	BioGRID
CHROMATIN_ASSEMBLY_OR_DISASSEMBLY	0.953914	auROC	SL-E-LR	5FCV	GOBP	BioGRID
COMPLEMENT_ACTIVATION	4.459334	auPRC	SL-E-LR	Holdout	GOBP	BioGRID
COMPLEMENT_ACTIVATION	4.57926	P@TopK	SL-E-LR	Holdout	GOBP	BioGRID
COMPLEMENT_ACTIVATION	0.765935	auROC	SL-E-LR	Holdout	GOBP	BioGRID
COMPLEMENT_ACTIVATION	5.521691	auPRC	SL-E-LR	5FCV	GOBP	BioGRID
COMPLEMENT_ACTIVATION	5.801891	P@TopK	SL-E-LR	5FCV	GOBP	BioGRID
COMPLEMENT_ACTIVATION	0.878612	auROC	SL-E-LR	5FCV	GOBP	BioGRID
DNA_DEPENDENT_DNA_REPLICATION	4.852145	auPRC	SL-E-LR	Holdout	GOBP	BioGRID
DNA_DEPENDENT_DNA_REPLICATION	5.146709	P@TopK	SL-E-LR	Holdout	GOBP	BioGRID
DNA_DEPENDENT_DNA_REPLICATION	0.920795	auROC	SL-E-LR	Holdout	GOBP	BioGRID
DNA_DEPENDENT_DNA_REPLICATION	5.397724	auPRC	SL-E-LR	5FCV	GOBP	BioGRID
DNA_DEPENDENT_DNA_REPLICATION	5.567857	P@TopK	SL-E-LR	5FCV	GOBP	BioGRID
DNA_DEPENDENT_DNA_REPLICATION	0.96287	auROC	SL-E-LR	5FCV	GOBP	BioGRID
DNA_TEMPLATED_TRANSCRIPTION_ELONGATION	6.88707	auPRC	SL-E-LR	Holdout	GOBP	BioGRID
DNA_TEMPLATED_TRANSCRIPTION_ELONGATION	6.758889	P@TopK	SL-E-LR	Holdout	GOBP	BioGRID
DNA_TEMPLATED_TRANSCRIPTION_ELONGATION	0.993983	auROC	SL-E-LR	Holdout	GOBP	BioGRID
DNA_TEMPLATED_TRANSCRIPTION_ELONGATION	5.748306	auPRC	SL-E-LR	5FCV	GOBP	BioGRID
DNA_TEMPLATED_TRANSCRIPTION_ELONGATION	5.745413	P@TopK	SL-E-LR	5FCV	GOBP	BioGRID
DNA_TEMPLATED_TRANSCRIPTION_ELONGATION	0.989314	auROC	SL-E-LR	5FCV	GOBP	BioGRID
DNA_TEMPLATED_TRANSCRIPTION_TERMINATION	5.695695	auPRC	SL-E-LR	Holdout	GOBP	BioGRID
DNA_TEMPLATED_TRANSCRIPTION_TERMINATION	5.831483	P@TopK	SL-E-LR	Holdout	GOBP	BioGRID
DNA_TEMPLATED_TRANSCRIPTION_TERMINATION	0.915739	auROC	SL-E-LR	Holdout	GOBP	BioGRID
DNA_TEMPLATED_TRANSCRIPTION_TERMINATION	5.495175	auPRC	SL-E-LR	5FCV	GOBP	BioGRID
DNA_TEMPLATED_TRANSCRIPTION_TERMINATION	5.383322	P@TopK	SL-E-LR	5FCV	GOBP	BioGRID
DNA_TEMPLATED_TRANSCRIPTION_TERMINATION	0.967268	auROC	SL-E-LR	5FCV	GOBP	BioGRID
DOUBLE_STRAND_BREAK_REPAIR	4.374662	auPRC	SL-E-LR	Holdout	GOBP	BioGRID
DOUBLE_STRAND_BREAK_REPAIR	4.693083	P@TopK	SL-E-LR	Holdout	GOBP	BioGRID
DOUBLE_STRAND_BREAK_REPAIR	0.856549	auROC	SL-E-LR	Holdout	GOBP	BioGRID
DOUBLE_STRAND_BREAK_REPAIR	4.368756	auPRC	SL-E-LR	5FCV	GOBP	BioGRID
DOUBLE_STRAND_BREAK_REPAIR	4.448908	P@TopK	SL-E-LR	5FCV	GOBP	BioGRID
DOUBLE_STRAND_BREAK_REPAIR	0.901217	auROC	SL-E-LR	5FCV	GOBP	BioGRID
DRUG_TRANSPORT	1.134902	auPRC	SL-E-LR	Holdout	GOBP	BioGRID
DRUG_TRANSPORT	-inf	P@TopK	SL-E-LR	Holdout	GOBP	BioGRID
DRUG_TRANSPORT	0.720794	auROC	SL-E-LR	Holdout	GOBP	BioGRID
DRUG_TRANSPORT	1.147388	auPRC	SL-E-LR	5FCV	GOBP	BioGRID
DRUG_TRANSPORT	1.644574	P@TopK	SL-E-LR	5FCV	GOBP	BioGRID
DRUG_TRANSPORT	0.63185	auROC	SL-E-LR	5FCV	GOBP	BioGRID
ENDOPLASMIC_RETICULUM_ORGANIZATION	2.505251	auPRC	SL-E-LR	Holdout	GOBP	BioGRID
ENDOPLASMIC_RETICULUM_ORGANIZATION	4.177267	P@TopK	SL-E-LR	Holdout	GOBP	BioGRID
ENDOPLASMIC_RETICULUM_ORGANIZATION	0.696865	auROC	SL-E-LR	Holdout	GOBP	BioGRID
ENDOPLASMIC_RETICULUM_ORGANIZATION	3.761952	auPRC	SL-E-LR	5FCV	GOBP	BioGRID
ENDOPLASMIC_RETICULUM_ORGANIZATION	4.885086	P@TopK	SL-E-LR	5FCV	GOBP	BioGRID
ENDOPLASMIC_RETICULUM_ORGANIZATION	0.814426	auROC	SL-E-LR	5FCV	GOBP	BioGRID
ENDOSOME_ORGANIZATION	4.546543	auPRC	SL-E-LR	Holdout	GOBP	BioGRID
ENDOSOME_ORGANIZATION	4.652015	P@TopK	SL-E-LR	Holdout	GOBP	BioGRID
ENDOSOME_ORGANIZATION	0.821709	auROC	SL-E-LR	Holdout	GOBP	BioGRID
ENDOSOME_ORGANIZATION	5.287864	auPRC	SL-E-LR	5FCV	GOBP	BioGRID
ENDOSOME_ORGANIZATION	5.510962	P@TopK	SL-E-LR	5FCV	GOBP	BioGRID
ENDOSOME_ORGANIZATION	0.838177	auROC	SL-E-LR	5FCV	GOBP	BioGRID
ER_TO_GOLGI_VESICLE_MEDIATED_TRANSPORT	3.157435	auPRC	SL-E-LR	Holdout	GOBP	BioGRID
ER_TO_GOLGI_VESICLE_MEDIATED_TRANSPORT	3.77534	P@TopK	SL-E-LR	Holdout	GOBP	BioGRID
ER_TO_GOLGI_VESICLE_MEDIATED_TRANSPORT	0.809786	auROC	SL-E-LR	Holdout	GOBP	BioGRID
ER_TO_GOLGI_VESICLE_MEDIATED_TRANSPORT	3.748993	auPRC	SL-E-LR	5FCV	GOBP	BioGRID
ER_TO_GOLGI_VESICLE_MEDIATED_TRANSPORT	3.848308	P@TopK	SL-E-LR	5FCV	GOBP	BioGRID
ER_TO_GOLGI_VESICLE_MEDIATED_TRANSPORT	0.834416	auROC	SL-E-LR	5FCV	GOBP	BioGRID
ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE	1.95869	auPRC	SL-E-LR	Holdout	GOBP	BioGRID
ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE	2.487945	P@TopK	SL-E-LR	Holdout	GOBP	BioGRID
ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE	0.704636	auROC	SL-E-LR	Holdout	GOBP	BioGRID
ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE	4.043702	auPRC	SL-E-LR	5FCV	GOBP	BioGRID
ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE	4.020173	P@TopK	SL-E-LR	5FCV	GOBP	BioGRID
ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE	0.824697	auROC	SL-E-LR	5FCV	GOBP	BioGRID
EXTRACELLULAR_MATRIX_ORGANIZATION	4.932788	auPRC	SL-E-LR	Holdout	GOBP	BioGRID
EXTRACELLULAR_MATRIX_ORGANIZATION	5.014355	P@TopK	SL-E-LR	Holdout	GOBP	BioGRID
EXTRACELLULAR_MATRIX_ORGANIZATION	0.824884	auROC	SL-E-LR	Holdout	GOBP	BioGRID
EXTRACELLULAR_MATRIX_ORGANIZATION	3.895871	auPRC	SL-E-LR	5FCV	GOBP	BioGRID
EXTRACELLULAR_MATRIX_ORGANIZATION	3.988315	P@TopK	SL-E-LR	5FCV	GOBP	BioGRID
EXTRACELLULAR_MATRIX_ORGANIZATION	0.862492	auROC	SL-E-LR	5FCV	GOBP	BioGRID
FATTY_ACID_CATABOLIC_PROCESS	4.388516	auPRC	SL-E-LR	Holdout	GOBP	BioGRID
FATTY_ACID_CATABOLIC_PROCESS	4.875245	P@TopK	SL-E-LR	Holdout	GOBP	BioGRID
FATTY_ACID_CATABOLIC_PROCESS	0.809774	auROC	SL-E-LR	Holdout	GOBP	BioGRID
FATTY_ACID_CATABOLIC_PROCESS	5.025851	auPRC	SL-E-LR	5FCV	GOBP	BioGRID
FATTY_ACID_CATABOLIC_PROCESS	5.217114	P@TopK	SL-E-LR	5FCV	GOBP	BioGRID
FATTY_ACID_CATABOLIC_PROCESS	0.794332	auROC	SL-E-LR	5FCV	GOBP	BioGRID
GLYCEROPHOSPHOLIPID_METABOLIC_PROCESS	0.983354	auPRC	SL-E-LR	Holdout	GOBP	BioGRID
GLYCEROPHOSPHOLIPID_METABOLIC_PROCESS	1.576787	P@TopK	SL-E-LR	Holdout	GOBP	BioGRID
GLYCEROPHOSPHOLIPID_METABOLIC_PROCESS	0.652033	auROC	SL-E-LR	Holdout	GOBP	BioGRID
GLYCEROPHOSPHOLIPID_METABOLIC_PROCESS	1.529199	auPRC	SL-E-LR	5FCV	GOBP	BioGRID
GLYCEROPHOSPHOLIPID_METABOLIC_PROCESS	2.226539	P@TopK	SL-E-LR	5FCV	GOBP	BioGRID
GLYCEROPHOSPHOLIPID_METABOLIC_PROCESS	0.66395	auROC	SL-E-LR	5FCV	GOBP	BioGRID
GLYCOSPHINGOLIPID_METABOLIC_PROCESS	1.935051	auPRC	SL-E-LR	Holdout	GOBP	BioGRID
GLYCOSPHINGOLIPID_METABOLIC_PROCESS	3.750629	P@TopK	SL-E-LR	Holdout	GOBP	BioGRID
GLYCOSPHINGOLIPID_METABOLIC_PROCESS	0.631133	auROC	SL-E-LR	Holdout	GOBP	BioGRID
GLYCOSPHINGOLIPID_METABOLIC_PROCESS	1.601336	auPRC	SL-E-LR	5FCV	GOBP	BioGRID
GLYCOSPHINGOLIPID_METABOLIC_PROCESS	3.092105	P@TopK	SL-E-LR	5FCV	GOBP	BioGRID
GLYCOSPHINGOLIPID_METABOLIC_PROCESS	0.677572	auROC	SL-E-LR	5FCV	GOBP	BioGRID
GOLGI_ORGANIZATION	2.209532	auPRC	SL-E-LR	Holdout	GOBP	BioGRID
GOLGI_ORGANIZATION	3.081885	P@TopK	SL-E-LR	Holdout	GOBP	BioGRID
GOLGI_ORGANIZATION	0.756228	auROC	SL-E-LR	Holdout	GOBP	BioGRID
GOLGI_ORGANIZATION	2.960107	auPRC	SL-E-LR	5FCV	GOBP	BioGRID
GOLGI_ORGANIZATION	3.830051	P@TopK	SL-E-LR	5FCV	GOBP	BioGRID
GOLGI_ORGANIZATION	0.786797	auROC	SL-E-LR	5FCV	GOBP	BioGRID
GOLGI_TO_PLASMA_MEMBRANE_TRANSPORT	1.56068	auPRC	SL-E-LR	Holdout	GOBP	BioGRID
GOLGI_TO_PLASMA_MEMBRANE_TRANSPORT	4.214125	P@TopK	SL-E-LR	Holdout	GOBP	BioGRID
GOLGI_TO_PLASMA_MEMBRANE_TRANSPORT	0.679361	auROC	SL-E-LR	Holdout	GOBP	BioGRID
GOLGI_TO_PLASMA_MEMBRANE_TRANSPORT	1.729314	auPRC	SL-E-LR	5FCV	GOBP	BioGRID
GOLGI_TO_PLASMA_MEMBRANE_TRANSPORT	3.396079	P@TopK	SL-E-LR	5FCV	GOBP	BioGRID
GOLGI_TO_PLASMA_MEMBRANE_TRANSPORT	0.760203	auROC	SL-E-LR	5FCV	GOBP	BioGRID
G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY_COUPLED_TO_CYCLIC_NUCLEOTIDE_SECOND_MESSENGER	5.514828	auPRC	SL-E-LR	Holdout	GOBP	BioGRID
G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY_COUPLED_TO_CYCLIC_NUCLEOTIDE_SECOND_MESSENGER	6.217231	P@TopK	SL-E-LR	Holdout	GOBP	BioGRID
G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY_COUPLED_TO_CYCLIC_NUCLEOTIDE_SECOND_MESSENGER	0.83827	auROC	SL-E-LR	Holdout	GOBP	BioGRID
G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY_COUPLED_TO_CYCLIC_NUCLEOTIDE_SECOND_MESSENGER	3.388491	auPRC	SL-E-LR	5FCV	GOBP	BioGRID
G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY_COUPLED_TO_CYCLIC_NUCLEOTIDE_SECOND_MESSENGER	4.008348	P@TopK	SL-E-LR	5FCV	GOBP	BioGRID
G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY_COUPLED_TO_CYCLIC_NUCLEOTIDE_SECOND_MESSENGER	0.833305	auROC	SL-E-LR	5FCV	GOBP	BioGRID
INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	1.329409	auPRC	SL-E-LR	Holdout	GOBP	BioGRID
INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	3.380394	P@TopK	SL-E-LR	Holdout	GOBP	BioGRID
INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	0.69992	auROC	SL-E-LR	Holdout	GOBP	BioGRID
INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	2.35018	auPRC	SL-E-LR	5FCV	GOBP	BioGRID
INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	3.157647	P@TopK	SL-E-LR	5FCV	GOBP	BioGRID
INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	0.719789	auROC	SL-E-LR	5FCV	GOBP	BioGRID
LONG_CHAIN_FATTY_ACID_METABOLIC_PROCESS	3.317783	auPRC	SL-E-LR	Holdout	GOBP	BioGRID
LONG_CHAIN_FATTY_ACID_METABOLIC_PROCESS	2.763919	P@TopK	SL-E-LR	Holdout	GOBP	BioGRID
LONG_CHAIN_FATTY_ACID_METABOLIC_PROCESS	0.670183	auROC	SL-E-LR	Holdout	GOBP	BioGRID
LONG_CHAIN_FATTY_ACID_METABOLIC_PROCESS	3.148945	auPRC	SL-E-LR	5FCV	GOBP	BioGRID
LONG_CHAIN_FATTY_ACID_METABOLIC_PROCESS	3.928446	P@TopK	SL-E-LR	5FCV	GOBP	BioGRID
LONG_CHAIN_FATTY_ACID_METABOLIC_PROCESS	0.751019	auROC	SL-E-LR	5FCV	GOBP	BioGRID
LYSOSOMAL_TRANSPORT	4.488568	auPRC	SL-E-LR	Holdout	GOBP	BioGRID
LYSOSOMAL_TRANSPORT	4.939666	P@TopK	SL-E-LR	Holdout	GOBP	BioGRID
LYSOSOMAL_TRANSPORT	0.847333	auROC	SL-E-LR	Holdout	GOBP	BioGRID
LYSOSOMAL_TRANSPORT	4.531085	auPRC	SL-E-LR	5FCV	GOBP	BioGRID
LYSOSOMAL_TRANSPORT	4.726216	P@TopK	SL-E-LR	5FCV	GOBP	BioGRID
LYSOSOMAL_TRANSPORT	0.766333	auROC	SL-E-LR	5FCV	GOBP	BioGRID
MACROAUTOPHAGY	4.055535	auPRC	SL-E-LR	Holdout	GOBP	BioGRID
MACROAUTOPHAGY	4.107005	P@TopK	SL-E-LR	Holdout	GOBP	BioGRID
MACROAUTOPHAGY	0.804155	auROC	SL-E-LR	Holdout	GOBP	BioGRID
MACROAUTOPHAGY	4.090435	auPRC	SL-E-LR	5FCV	GOBP	BioGRID
MACROAUTOPHAGY	4.451818	P@TopK	SL-E-LR	5FCV	GOBP	BioGRID
MACROAUTOPHAGY	0.853895	auROC	SL-E-LR	5FCV	GOBP	BioGRID
MICROTUBULE_BUNDLE_FORMATION	-0.018113	auPRC	SL-E-LR	Holdout	GOBP	BioGRID
MICROTUBULE_BUNDLE_FORMATION	-inf	P@TopK	SL-E-LR	Holdout	GOBP	BioGRID
MICROTUBULE_BUNDLE_FORMATION	0.511823	auROC	SL-E-LR	Holdout	GOBP	BioGRID
MICROTUBULE_BUNDLE_FORMATION	0.469883	auPRC	SL-E-LR	5FCV	GOBP	BioGRID
MICROTUBULE_BUNDLE_FORMATION	-inf	P@TopK	SL-E-LR	5FCV	GOBP	BioGRID
MICROTUBULE_BUNDLE_FORMATION	0.510934	auROC	SL-E-LR	5FCV	GOBP	BioGRID
MICROTUBULE_ORGANIZING_CENTER_ORGANIZATION	5.644826	auPRC	SL-E-LR	Holdout	GOBP	BioGRID
MICROTUBULE_ORGANIZING_CENTER_ORGANIZATION	5.698518	P@TopK	SL-E-LR	Holdout	GOBP	BioGRID
MICROTUBULE_ORGANIZING_CENTER_ORGANIZATION	0.84185	auROC	SL-E-LR	Holdout	GOBP	BioGRID
MICROTUBULE_ORGANIZING_CENTER_ORGANIZATION	4.802793	auPRC	SL-E-LR	5FCV	GOBP	BioGRID
MICROTUBULE_ORGANIZING_CENTER_ORGANIZATION	5.074089	P@TopK	SL-E-LR	5FCV	GOBP	BioGRID
MICROTUBULE_ORGANIZING_CENTER_ORGANIZATION	0.798694	auROC	SL-E-LR	5FCV	GOBP	BioGRID
MRNA_3_END_PROCESSING	5.43109	auPRC	SL-E-LR	Holdout	GOBP	BioGRID
MRNA_3_END_PROCESSING	5.881556	P@TopK	SL-E-LR	Holdout	GOBP	BioGRID
MRNA_3_END_PROCESSING	0.98117	auROC	SL-E-LR	Holdout	GOBP	BioGRID
MRNA_3_END_PROCESSING	5.645836	auPRC	SL-E-LR	5FCV	GOBP	BioGRID
MRNA_3_END_PROCESSING	5.656372	P@TopK	SL-E-LR	5FCV	GOBP	BioGRID
MRNA_3_END_PROCESSING	0.975162	auROC	SL-E-LR	5FCV	GOBP	BioGRID
MRNA_CATABOLIC_PROCESS	3.957075	auPRC	SL-E-LR	Holdout	GOBP	BioGRID
MRNA_CATABOLIC_PROCESS	4.19213	P@TopK	SL-E-LR	Holdout	GOBP	BioGRID
MRNA_CATABOLIC_PROCESS	0.873481	auROC	SL-E-LR	Holdout	GOBP	BioGRID
MRNA_CATABOLIC_PROCESS	4.512889	auPRC	SL-E-LR	5FCV	GOBP	BioGRID
MRNA_CATABOLIC_PROCESS	4.460481	P@TopK	SL-E-LR	5FCV	GOBP	BioGRID
MRNA_CATABOLIC_PROCESS	0.92961	auROC	SL-E-LR	5FCV	GOBP	BioGRID
NEURON_PROJECTION_MORPHOGENESIS	3.31952	auPRC	SL-E-LR	Holdout	GOBP	BioGRID
NEURON_PROJECTION_MORPHOGENESIS	3.622898	P@TopK	SL-E-LR	Holdout	GOBP	BioGRID
NEURON_PROJECTION_MORPHOGENESIS	0.532376	auROC	SL-E-LR	Holdout	GOBP	BioGRID
NEURON_PROJECTION_MORPHOGENESIS	2.258395	auPRC	SL-E-LR	5FCV	GOBP	BioGRID
NEURON_PROJECTION_MORPHOGENESIS	3.035096	P@TopK	SL-E-LR	5FCV	GOBP	BioGRID
NEURON_PROJECTION_MORPHOGENESIS	0.688785	auROC	SL-E-LR	5FCV	GOBP	BioGRID
NICOTINAMIDE_NUCLEOTIDE_METABOLIC_PROCESS	3.853566	auPRC	SL-E-LR	Holdout	GOBP	BioGRID
